system:index,L8,SA,SE,L7
LC08_221080_20150617_0,12893,33.784073,29.423393,18437.0
LC08_221080_20150617_1,15997,33.784073,29.423393,19135.0
LC08_221080_20150617_2,14521,33.784073,29.423393,19894.0
LC08_221080_20150617_3,12898,33.784073,29.423393,20985.0
LC08_221080_20150617_4,20403,33.784073,29.423393,15780.0
LC08_221080_20150617_5,26450,33.784073,29.423393,21272.0
LC08_221080_20150617_6,19262,33.784073,29.423393,16279.0
LC08_221080_20150617_7,16613,33.784073,29.423393,16279.0
LC08_221080_20150617_8,18344,33.784073,29.423393,13994.0
LC08_221080_20150617_9,16974,33.784073,29.423393,22260.0
LC08_221081_20150617_0,17947,33.590637,28.095572,14993.0
LC08_221081_20150617_1,12140,33.590637,28.095572,12942.0
LC08_221081_20150617_2,19914,33.590637,28.095572,15645.5
LC08_221081_20150617_3,19777,33.590637,28.095572,16357.0
LC08_221081_20150617_4,24733,33.590637,28.095572,14784.0
LC08_221081_20150617_5,19284,33.590637,28.095572,15391.5
LC08_221081_20150617_6,22927,33.590637,28.095572,17258.5
LC08_221081_20150617_7,24447,33.590637,28.095572,19583.0
LC08_221081_20150617_8,13840,33.590637,28.095572,20993.0
LC08_221082_20150617_0,13841,33.429035,26.764719,16096.0
LC08_221082_20150617_1,21014,33.429035,26.764719,16470.0
LC08_221082_20150617_2,19337,33.429035,26.764719,15130.0
LC08_221082_20150617_3,18825,33.429035,26.764719,17138.0
LC08_221082_20150617_4,19982,33.429035,26.764719,17395.0
LC08_221082_20150617_5,21749,33.429035,26.764719,17656.0
LC08_221082_20150617_6,18964,33.429035,26.764719,20890.0
LC08_221082_20150617_7,14031,33.429035,26.764719,11615.0
LC08_221082_20150617_8,17526,33.429035,26.764719,18926.0
LC08_221082_20150617_9,18984,33.429035,26.764719,17413.0
LC08_221082_20150617_10,18469,33.429035,26.764719,17157.0
LC08_221082_20150617_11,16590,33.429035,26.764719,19559.0
LC08_221082_20150617_12,16525,33.429035,26.764719,15319.0
LC08_221082_20150617_13,20437,33.429035,26.764719,19090.0
LC08_221082_20150617_14,17531,33.429035,26.764719,16341.0
LC08_221082_20150617_15,12762,33.429035,26.764719,13859.0
LC08_221082_20150617_16,17951,33.429035,26.764719,15208.0
LC08_221082_20150617_17,15627,33.429035,26.764719,14977.0
LC08_221082_20150617_18,17492,33.429035,26.764719,15483.0
LC08_221082_20150617_19,19875,33.429035,26.764719,15727.0
LC08_221082_20150617_20,17658,33.429035,26.764719,15730.0
LC08_221082_20150617_21,18056,33.429035,26.764719,16243.0
LC08_221082_20150617_22,18349,33.429035,26.764719,17282.0
LC08_221082_20150617_23,17632,33.429035,26.764719,16517.0
LC08_221082_20150617_24,18564,33.429035,26.764719,19856.0
LC08_221082_20150617_25,18084,33.429035,26.764719,16042.0
LC08_221082_20150617_26,14691,33.429035,26.764719,15698.0
LC08_221082_20150617_27,15108,33.429035,26.764719,15208.0
LC08_221082_20150617_28,17172,33.429035,26.764719,18485.0
LC08_221082_20150617_29,18343,33.429035,26.764719,17230.0
LC08_221082_20150617_30,11669,33.429035,26.764719,11406.0
LC08_221082_20150617_31,14475,33.429035,26.764719,13189.0
LC08_221082_20150617_32,21270,33.429035,26.764719,19762.0
LC08_221082_20150617_33,19894,33.429035,26.764719,17749.0
LC08_221082_20150617_34,17974,33.429035,26.764719,15989.0
LC08_221082_20150617_35,16783,33.429035,26.764719,15230.0
LC08_221082_20150617_36,20160,33.429035,26.764719,18321.0
LC08_221082_20150617_37,18716,33.429035,26.764719,17069.0
LC08_221082_20150617_38,18637,33.429035,26.764719,16309.0
LC08_221082_20150617_39,18516,33.429035,26.764719,16807.0
LC08_221082_20150617_40,18521,33.429035,26.764719,16053.0
LC08_221082_20150617_41,21045,33.429035,26.764719,18608.0
LC08_221082_20150617_42,14994,33.429035,26.764719,13238.0
LC08_221083_20150617_0,15436,33.2989,25.431301,17432.0
LC08_221083_20150617_1,8864,33.2989,25.431301,8657.0
LC08_221083_20150617_2,16508,33.2989,25.431301,16397.0
LC08_221083_20150617_3,16448,33.2989,25.431301,17457.0
LC08_221083_20150617_4,13247,33.2989,25.431301,13997.0
LC08_221083_20150617_5,11848,33.2989,25.431301,12135.0
LC08_221083_20150617_6,18906,33.2989,25.431301,20172.0
LC08_221083_20150617_7,18158,33.2989,25.431301,15384.0
LC08_221083_20150617_8,20094,33.2989,25.431301,20948.0
LC08_223079_20150615_0,19575,33.96154,30.858456,19323.0
LC08_223079_20150615_1,18499,33.96154,30.858456,18470.0
LC08_223079_20150615_2,13140,33.96154,30.858456,12388.0
LC08_223079_20150615_3,17948,33.96154,30.858456,18039.0
LC08_223079_20150615_4,15605,33.96154,30.858456,13295.0
LC08_223079_20150615_5,24616,33.96154,30.858456,24644.0
LC08_223079_20150615_6,17720,33.96154,30.858456,18234.0
LC08_223079_20150615_7,12729,33.96154,30.858456,12173.0
LC08_223079_20150615_8,14618,33.96154,30.858456,14902.0
LC08_223079_20150615_9,21741,33.96154,30.858456,22068.0
LC08_223079_20150615_10,19571,33.96154,30.858456,20027.0
LC08_223079_20150615_11,14455,33.96154,30.858456,14726.0
LC08_223079_20150615_12,13891,33.96154,30.858456,14014.0
LC08_223079_20150615_13,8960,33.96154,30.858456,9954.0
LC08_223079_20150615_14,19509,33.96154,30.858456,18644.0
LC08_223079_20150615_15,17670,33.96154,30.858456,14966.0
LC08_223079_20150615_16,14001,33.96154,30.858456,14657.0
LC08_223079_20150615_17,15821,33.96154,30.858456,16289.0
LC08_223079_20150615_18,12556,33.96154,30.858456,13308.0
LC08_223079_20150615_19,19832,33.96154,30.858456,18376.0
LC08_223079_20150615_20,14711,33.96154,30.858456,14974.0
LC08_223079_20150615_21,20450,33.96154,30.858456,21133.0
LC08_223079_20150615_22,15677,33.96154,30.858456,14515.0
LC08_223079_20150615_23,12432,33.96154,30.858456,12444.0
LC08_223079_20150615_24,11864,33.96154,30.858456,12234.0
LC08_223079_20150615_25,16496,33.96154,30.858456,16951.0
LC08_223079_20150615_26,13656,33.96154,30.858456,15590.0
LC08_223079_20150615_27,29596,33.96154,30.858456,26462.0
LC08_223079_20150615_28,13074,33.96154,30.858456,13370.0
LC08_223079_20150615_29,20389,33.96154,30.858456,19087.0
LC08_223079_20150615_30,18717,33.96154,30.858456,19381.5
LC08_223079_20150615_31,12819,33.96154,30.858456,13282.0
LC08_223079_20150615_32,13761,33.96154,30.858456,14144.0
LC08_223079_20150615_33,12056,33.96154,30.858456,12550.5
LC08_223079_20150615_34,19793,33.96154,30.858456,19711.0
LC08_223079_20150615_35,15044,33.96154,30.858456,14969.0
LC08_223079_20150615_36,16511,33.96154,30.858456,16357.5
LC08_223079_20150615_37,14293,33.96154,30.858456,14527.0
LC08_223079_20150615_38,18131,33.96154,30.858456,17484.5
LC08_223079_20150615_39,22644,33.96154,30.858456,22425.5
LC08_223079_20150615_40,16191,33.96154,30.858456,16372.0
LC08_223079_20150615_41,15940,33.96154,30.858456,16366.5
LC08_223079_20150615_42,15853,33.96154,30.858456,16672.0
LC08_223080_20150615_0,25907,33.734818,29.533253,13474.0
LC08_223080_20150615_1,16851,33.734818,29.533253,9757.0
LC08_223080_20150615_2,15861,33.734818,29.533253,11794.0
LC08_223080_20150615_3,15279,33.734818,29.533253,14266.0
LC08_223080_20150615_4,18497,33.734818,29.533253,13483.0
LC08_223080_20150615_5,15145,33.734818,29.533253,14580.0
LC08_223080_20150615_6,19818,33.734818,29.533253,18260.0
LC08_223080_20150615_7,19027,33.734818,29.533253,16780.0
LC08_223080_20150615_8,15356,33.734818,29.533253,9625.0
LC08_223080_20150615_9,17811,33.734818,29.533253,11491.0
LC08_223080_20150615_10,16085,33.734818,29.533253,10716.0
LC08_223080_20150615_11,14699,33.734818,29.533253,16624.0
LC08_223080_20150615_12,13234,33.734818,29.533253,10409.0
LC08_223080_20150615_13,13774,33.734818,29.533253,14749.0
LC08_223080_20150615_14,22175,33.734818,29.533253,24141.0
LC08_223080_20150615_15,19116,33.734818,29.533253,11817.0
LC08_223080_20150615_16,16436,33.734818,29.533253,16794.0
LC08_223080_20150615_17,15602,33.734818,29.533253,17510.0
LC08_223080_20150615_18,19041,33.734818,29.533253,19854.0
LC08_223080_20150615_19,16123,33.734818,29.533253,9174.0
LC08_223080_20150615_20,15697,33.734818,29.533253,16343.0
LC08_223080_20150615_21,14765,33.734818,29.533253,15163.0
LC08_223080_20150615_22,17477,33.734818,29.533253,17694.0
LC08_223080_20150615_23,12479,33.734818,29.533253,12642.0
LC08_223080_20150615_24,14518,33.734818,29.533253,15138.0
LC08_223080_20150615_25,16345,33.734818,29.533253,16166.0
LC08_223080_20150615_26,15605,33.734818,29.533253,15861.0
LC08_223080_20150615_27,16280,33.734818,29.533253,13894.0
LC08_223080_20150615_28,18820,33.734818,29.533253,16537.0
LC08_223080_20150615_29,18320,33.734818,29.533253,15433.0
LC08_223080_20150615_30,25474,33.734818,29.533253,26284.0
LC08_223080_20150615_31,16788,33.734818,29.533253,17082.0
LC08_223080_20150615_32,17487,33.734818,29.533253,18498.0
LC08_223080_20150615_33,18358,33.734818,29.533253,17576.0
LC08_223080_20150615_34,16286,33.734818,29.533253,15991.0
LC08_223080_20150615_35,12987,33.734818,29.533253,13407.0
LC08_223080_20150615_36,16846,33.734818,29.533253,16872.0
LC08_223080_20150615_37,16770,33.734818,29.533253,15892.0
LC08_223080_20150615_38,16919,33.734818,29.533253,17489.0
LC08_223080_20150615_39,22185,33.734818,29.533253,21633.0
LC08_223080_20150615_40,15515,33.734818,29.533253,15634.0
LC08_223080_20150615_41,13317,33.734818,29.533253,13621.0
LC08_223080_20150615_42,16674,33.734818,29.533253,16808.0
LC08_223080_20150615_43,20282,33.734818,29.533253,19824.0
LC08_223080_20150615_44,24062,33.734818,29.533253,22872.0
LC08_223080_20150615_45,19372,33.734818,29.533253,19159.0
LC08_223080_20150615_46,22266,33.734818,29.533253,21483.0
LC08_223080_20150615_47,18768,33.734818,29.533253,18932.0
LC08_223080_20150615_48,15394,33.734818,29.533253,15422.0
LC08_223080_20150615_49,17985,33.734818,29.533253,18230.0
LC08_223080_20150615_50,15494,33.734818,29.533253,15213.0
LC08_223080_20150615_51,15507,33.734818,29.533253,15239.0
LC08_223080_20150615_52,15352,33.734818,29.533253,15054.0
LC08_223080_20150615_53,23766,33.734818,29.533253,17842.0
LC08_223080_20150615_54,18379,33.734818,29.533253,16923.0
LC08_223080_20150615_55,16425,33.734818,29.533253,18740.0
LC08_223080_20150615_56,13325,33.734818,29.533253,13528.0
LC08_223080_20150615_57,15848,33.734818,29.533253,15060.0
LC08_223080_20150615_58,15375,33.734818,29.533253,16161.0
LC08_223080_20150615_59,18194,33.734818,29.533253,17650.0
LC08_223080_20150615_60,18013,33.734818,29.533253,17381.0
LC08_223080_20150615_61,17571,33.734818,29.533253,17074.0
LC08_223080_20150615_62,14497,33.734818,29.533253,14563.0
LC08_223080_20150615_63,17233,33.734818,29.533253,17688.0
LC08_223080_20150615_64,17690,33.734818,29.533253,17068.0
LC08_223080_20150615_65,12136,33.734818,29.533253,13086.0
LC08_223080_20150615_66,18086,33.734818,29.533253,17926.0
LC08_223080_20150615_67,20763,33.734818,29.533253,20858.0
LC08_223080_20150615_68,12845,33.734818,29.533253,9238.0
LC08_223080_20150615_69,16644,33.734818,29.533253,15807.0
LC08_223080_20150615_70,16339,33.734818,29.533253,15635.0
LC08_223080_20150615_71,19371,33.734818,29.533253,18409.0
LC08_223080_20150615_72,15040,33.734818,29.533253,14697.0
LC08_223080_20150615_73,17397,33.734818,29.533253,16726.0
LC08_223080_20150615_74,26984,33.734818,29.533253,23216.0
LC08_223080_20150615_75,20641,33.734818,29.533253,20208.0
LC08_223080_20150615_76,13819,33.734818,29.533253,14125.0
LC08_223080_20150615_77,8893,33.734818,29.533253,11072.0
LC08_223080_20150615_78,15374,33.734818,29.533253,15574.0
LC08_223080_20150615_79,25903,33.734818,29.533253,25242.0
LC08_223080_20150615_80,15447,33.734818,29.533253,15329.0
LC08_223080_20150615_81,22338,33.734818,29.533253,21561.0
LC08_223080_20150615_82,16620,33.734818,29.533253,16644.0
LC08_223080_20150615_83,21107,33.734818,29.533253,18941.0
LC08_223080_20150615_84,8202,33.734818,29.533253,8708.0
LC08_223080_20150615_85,15521,33.734818,29.533253,15484.0
LC08_223080_20150615_86,16349,33.734818,29.533253,16441.0
LC08_223080_20150615_87,12676,33.734818,29.533253,12934.0
LC08_223080_20150615_88,24685,33.734818,29.533253,23840.0
LC08_223080_20150615_89,21722,33.734818,29.533253,21771.0
LC08_223080_20150615_90,25777,33.734818,29.533253,25229.0
LC08_223080_20150615_91,15208,33.734818,29.533253,14127.0
LC08_223080_20150615_92,18679,33.734818,29.533253,18962.0
LC08_223080_20150615_93,17207,33.734818,29.533253,16317.0
LC08_223080_20150615_94,16770,33.734818,29.533253,16193.0
LC08_223080_20150615_95,24192,33.734818,29.533253,23103.0
LC08_223080_20150615_96,17306,33.734818,29.533253,17578.0
LC08_223080_20150615_97,17488,33.734818,29.533253,14817.0
LC08_223080_20150615_98,16084,33.734818,29.533253,15895.0
LC08_223080_20150615_99,15779,33.734818,29.533253,15118.0
LC08_223080_20150615_100,16631,33.734818,29.533253,16060.0
LC08_223080_20150615_101,17091,33.734818,29.533253,16357.0
LC08_223080_20150615_102,18630,33.734818,29.533253,17914.0
LC08_223080_20150615_103,15058,33.734818,29.533253,14661.0
LC08_223080_20150615_104,18271,33.734818,29.533253,17307.0
LC08_223080_20150615_105,17868,33.734818,29.533253,16985.0
LC08_223080_20150615_106,16712,33.734818,29.533253,16222.0
LC08_223080_20150615_107,22778,33.734818,29.533253,19201.0
LC08_223080_20150615_108,14412,33.734818,29.533253,14407.0
LC08_223080_20150615_109,22598,33.734818,29.533253,20779.0
LC08_223080_20150615_110,17076,33.734818,29.533253,16466.0
LC08_223080_20150615_111,16206,33.734818,29.533253,16112.0
LC08_223080_20150615_112,17528,33.734818,29.533253,16486.0
LC08_223080_20150615_113,17828,33.734818,29.533253,17436.0
LC08_223080_20150615_114,22367,33.734818,29.533253,21502.0
LC08_223080_20150615_115,17434,33.734818,29.533253,16044.0
LC08_223080_20150615_116,18420,33.734818,29.533253,17219.0
LC08_223080_20150615_117,16241,33.734818,29.533253,16519.0
LC08_223080_20150615_118,18618,33.734818,29.533253,17974.0
LC08_223080_20150615_119,24138,33.734818,29.533253,23689.0
LC08_223080_20150615_120,14547,33.734818,29.533253,16711.0
LC08_223080_20150615_121,19304,33.734818,29.533253,18605.0
LC08_223080_20150615_122,20791,33.734818,29.533253,20496.0
LC08_223080_20150615_123,16071,33.734818,29.533253,16290.0
LC08_223080_20150615_124,24377,33.734818,29.533253,22174.0
LC08_223080_20150615_125,10273,33.734818,29.533253,10872.0
LC08_223080_20150615_126,16982,33.734818,29.533253,19088.0
LC08_223080_20150615_127,15345,33.734818,29.533253,15080.0
LC08_223080_20150615_128,15412,33.734818,29.533253,14360.5
LC08_223080_20150615_129,20763,33.734818,29.533253,20673.0
LC08_223080_20150615_130,15750,33.734818,29.533253,16053.5
LC08_223080_20150615_131,21984,33.734818,29.533253,22046.5
LC08_223080_20150615_132,15830,33.734818,29.533253,17144.0
LC08_223080_20150615_133,19938,33.734818,29.533253,20347.5
LC08_223080_20150615_134,16953,33.734818,29.533253,17274.0
LC08_223080_20150615_135,15721,33.734818,29.533253,15269.0
LC08_223080_20150615_136,12892,33.734818,29.533253,13766.5
LC08_223080_20150615_137,14231,33.734818,29.533253,14360.5
LC08_223081_20150615_0,13549,33.540516,28.204914,12950.0
LC08_223081_20150615_1,16718,33.540516,28.204914,18906.5
LC08_223081_20150615_2,13691,33.540516,28.204914,12648.0
LC08_223081_20150615_3,17878,33.540516,28.204914,17122.0
LC08_223081_20150615_4,21201,33.540516,28.204914,20479.0
LC08_223081_20150615_5,14059,33.540516,28.204914,17358.0
LC08_223081_20150615_6,17357,33.540516,28.204914,21841.5
LC08_223081_20150615_7,16344,33.540516,28.204914,14894.0
LC08_223081_20150615_8,16412,33.540516,28.204914,16295.0
