system:index,L8,SA,SE,L7
LC08_223079_20150514_0,19540,36.097023,35.271645,13366.5
LC08_223079_20150514_1,20502,36.097023,35.271645,19184.0
LC08_223079_20150514_2,19496,36.097023,35.271645,18060.0
LC08_223079_20150514_3,17405,36.097023,35.271645,15229.0
LC08_223079_20150514_4,16828,36.097023,35.271645,16600.0
LC08_223079_20150514_5,16126,36.097023,35.271645,15377.0
LC08_223079_20150514_6,13370,36.097023,35.271645,13057.0
LC08_223079_20150514_7,18260,36.097023,35.271645,16763.0
LC08_223079_20150514_8,15916,36.097023,35.271645,16028.0
LC08_223079_20150514_9,11871,36.097023,35.271645,12128.0
LC08_223079_20150514_10,22122,36.097023,35.271645,24221.0
LC08_223079_20150514_11,18916,36.097023,35.271645,17163.0
LC08_223079_20150514_12,15200,36.097023,35.271645,14925.0
LC08_223079_20150514_13,20055,36.097023,35.271645,19256.0
LC08_223079_20150514_14,20725,36.097023,35.271645,19936.0
LC08_223079_20150514_15,14428,36.097023,35.271645,14553.0
LC08_223079_20150514_16,18163,36.097023,35.271645,17622.0
LC08_223079_20150514_17,16753,36.097023,35.271645,16333.0
LC08_223079_20150514_18,14305,36.097023,35.271645,11731.5
LC08_223079_20150514_19,18522,36.097023,35.271645,17700.0
LC08_223079_20150514_20,14037,36.097023,35.271645,11597.5
LC08_223079_20150514_21,15519,36.097023,35.271645,15701.0
LC08_223079_20150514_22,18909,36.097023,35.271645,17749.5
LC08_223079_20150514_23,21965,36.097023,35.271645,22373.5
LC08_223079_20150514_24,20635,36.097023,35.271645,20360.0
LC08_223079_20150514_25,17909,36.097023,35.271645,17879.0
LC08_223079_20150514_26,18229,36.097023,35.271645,18120.0
LC08_223079_20150514_27,15994,36.097023,35.271645,16017.0
LC08_223079_20150514_28,13797,36.097023,35.271645,13984.0
LC08_223079_20150514_29,13250,36.097023,35.271645,12994.0
LC08_223079_20150514_30,17615,36.097023,35.271645,17440.0
LC08_223079_20150514_31,14570,36.097023,35.271645,15365.0
LC08_223079_20150514_32,27387,36.097023,35.271645,26947.0
LC08_223079_20150514_33,20181,36.097023,35.271645,18445.0
LC08_223079_20150514_34,13949,36.097023,35.271645,14080.0
LC08_223080_20150514_0,19319,35.770016,33.970066,18138.0
LC08_223080_20150514_1,13322,35.770016,33.970066,15647.0
LC08_223080_20150514_2,16256,35.770016,33.970066,17323.0
LC08_223080_20150514_3,15623,35.770016,33.970066,15071.0
LC08_223080_20150514_4,15820,35.770016,33.970066,14682.0
LC08_223080_20150514_5,19140,35.770016,33.970066,18336.0
LC08_223080_20150514_6,20791,35.770016,33.970066,17402.0
LC08_223080_20150514_7,13644,35.770016,33.970066,13487.0
LC08_223080_20150514_8,19983,35.770016,33.970066,14160.0
LC08_223080_20150514_9,15813,35.770016,33.970066,16998.0
LC08_223080_20150514_10,14779,35.770016,33.970066,13702.0
LC08_223080_20150514_11,16794,35.770016,33.970066,13287.0
LC08_223080_20150514_12,17992,35.770016,33.970066,18299.0
LC08_223080_20150514_13,12351,35.770016,33.970066,15179.0
LC08_223080_20150514_14,18753,35.770016,33.970066,16831.0
LC08_223080_20150514_15,19188,35.770016,33.970066,16109.0
LC08_223080_20150514_16,13437,35.770016,33.970066,17324.0
LC08_223080_20150514_17,17649,35.770016,33.970066,15417.0
LC08_223080_20150514_18,23526,35.770016,33.970066,22980.0
LC08_223080_20150514_19,19138,35.770016,33.970066,18958.0
LC08_223080_20150514_20,16956,35.770016,33.970066,13469.0
LC08_223080_20150514_21,14010,35.770016,33.970066,17449.0
LC08_223080_20150514_22,17238,35.770016,33.970066,19300.0
LC08_223080_20150514_23,18967,35.770016,33.970066,17420.0
LC08_223080_20150514_24,17643,35.770016,33.970066,15708.0
LC08_223080_20150514_25,19580,35.770016,33.970066,17061.0
LC08_223080_20150514_26,17082,35.770016,33.970066,15294.0
LC08_223080_20150514_27,21164,35.770016,33.970066,19566.0
LC08_223080_20150514_28,12194,35.770016,33.970066,15605.0
LC08_223080_20150514_29,15952,35.770016,33.970066,14647.0
LC08_223080_20150514_30,17564,35.770016,33.970066,15875.0
LC08_223080_20150514_31,23370,35.770016,33.970066,17133.0
LC08_223080_20150514_32,23824,35.770016,33.970066,16912.0
LC08_223081_20150514_0,17039,35.48087,32.66423,12082.0
LC08_223081_20150514_1,14426,35.48087,32.66423,14445.5
LC08_223081_20150514_2,14593,35.48087,32.66423,14035.5
LC08_223081_20150514_3,17214,35.48087,32.66423,17346.0
LC08_223081_20150514_4,21291,35.48087,32.66423,17916.0
LC08_223081_20150514_5,13236,35.48087,32.66423,13035.5
LC08_223081_20150514_6,15265,35.48087,32.66423,8734.0
LC08_223081_20150514_7,19162,35.48087,32.66423,17928.5
LC08_223081_20150514_8,18170,35.48087,32.66423,17666.0
LC08_223081_20150514_9,16625,35.48087,32.66423,16704.0
LC08_223081_20150514_10,15168,35.48087,32.66423,14332.0
LC08_223081_20150514_11,16644,35.48087,32.66423,13219.0
LC08_223081_20150514_12,17848,35.48087,32.66423,16030.0
LC08_223081_20150514_13,16595,35.48087,32.66423,15479.0
LC08_223081_20150514_14,15915,35.48087,32.66423,14757.0
LC08_223081_20150514_15,14937,35.48087,32.66423,12488.0
LC08_223081_20150514_16,17334,35.48087,32.66423,16656.5
LC08_223081_20150514_17,21837,35.48087,32.66423,19166.0
LC08_223081_20150514_18,17228,35.48087,32.66423,13480.0
LC08_223081_20150514_19,15127,35.48087,32.66423,15096.0
LC08_223081_20150514_20,19679,35.48087,32.66423,17205.0
LC08_223081_20150514_21,18180,35.48087,32.66423,16212.0
LC08_223081_20150514_22,17417,35.48087,32.66423,15666.0
LC08_223081_20150514_23,21260,35.48087,32.66423,16242.0
LC08_223081_20150514_24,10626,35.48087,32.66423,17282.0
LC08_223081_20150514_25,17114,35.48087,32.66423,15346.0
LC08_223081_20150514_26,15724,35.48087,32.66423,15896.0
LC08_223081_20150514_27,17323,35.48087,32.66423,15632.0
LC08_223081_20150514_28,16536,35.48087,32.66423,16577.0
LC08_223081_20150514_29,16401,35.48087,32.66423,14939.0
LC08_223081_20150514_30,18651,35.48087,32.66423,19101.0
LC08_223081_20150514_31,15083,35.48087,32.66423,13955.0
LC08_223081_20150514_32,17262,35.48087,32.66423,15925.0
LC08_223081_20150514_33,16752,35.48087,32.66423,11285.0
LC08_223081_20150514_34,18497,35.48087,32.66423,17544.0
LC08_223081_20150514_35,13364,35.48087,32.66423,17016.0
LC08_223081_20150514_36,19894,35.48087,32.66423,17773.0
LC08_223081_20150514_37,7795,35.48087,32.66423,8047.0
LC08_223081_20150514_38,18182,35.48087,32.66423,15379.0
LC08_223081_20150514_39,18809,35.48087,32.66423,18069.0
LC08_223081_20150514_40,15877,35.48087,32.66423,14412.0
LC08_223081_20150514_41,17154,35.48087,32.66423,14964.0
LC08_223081_20150514_42,16378,35.48087,32.66423,14829.0
LC08_223081_20150514_43,17540,35.48087,32.66423,16966.0
LC08_223081_20150514_44,16921,35.48087,32.66423,14782.0
LC08_223081_20150514_45,21713,35.48087,32.66423,20304.0
LC08_223081_20150514_46,17467,35.48087,32.66423,17290.0
LC08_223081_20150514_47,16932,35.48087,32.66423,18913.0
LC08_223081_20150514_48,16540,35.48087,32.66423,18257.0
LC08_223081_20150514_49,13125,35.48087,32.66423,17004.0
LC08_223081_20150514_50,17898,35.48087,32.66423,19793.0
LC08_223081_20150514_51,17658,35.48087,32.66423,14696.0
LC08_223081_20150514_52,14923,35.48087,32.66423,14701.0
LC08_223081_20150514_53,19072,35.48087,32.66423,16702.0
LC08_223081_20150514_54,18783,35.48087,32.66423,15999.0
LC08_223081_20150514_55,18114,35.48087,32.66423,15997.0
LC08_223081_20150514_56,13820,35.48087,32.66423,15863.0
LC08_223081_20150514_57,14424,35.48087,32.66423,13750.0
LC08_223081_20150514_58,17323,35.48087,32.66423,17019.0
LC08_223081_20150514_59,14657,35.48087,32.66423,15177.0
